Pfam ID	Pfam Name	Gene Count (assembled)	
pfam05128	Domain of unknown function (DUF697)	3	
pfam05130	FlgN protein	1	
pfam05134	Type II secretion system (T2SS), protein L	2	
pfam05135	Phage gp6-like head-tail connector protein	1	
pfam05136	Phage portal protein, lambda family	3	
pfam05137	Fimbrial assembly protein (PilN)	5	
pfam05138	Phenylacetic acid catabolic protein	12	
pfam05140	ResB-like family	2	
pfam05145	Putative ammonia monooxygenase	4	
pfam05153	Myo-inositol oxygenase	1	
pfam05154	TM2 domain	8	
pfam05157	Type II secretion system (T2SS), protein E, N-terminal domain	6	
pfam05159	Capsule polysaccharide biosynthesis protein	2	
pfam05161	MOFRL family	8	
pfam05163	DinB family	2	
pfam05164	Cell division protein ZapA	11	
pfam05165	GTP cyclohydrolase III	3	
pfam05167	Uncharacterised ACR (DUF711)	1	
pfam05168	HEPN domain	5	
pfam05170	AsmA family	1	
pfam05173	Dihydrodipicolinate reductase, C-terminus	23	
pfam05175	Methyltransferase small domain	21	
pfam05183	RNA dependent RNA polymerase	1	
pfam05185	PRMT5 arginine-N-methyltransferase	1	
pfam05187	Electron transfer flavoprotein-ubiquinone oxidoreductase, 4Fe-4S	16	
pfam05188	MutS domain II	13	
pfam05190	MutS family domain IV	11	
pfam05191	Adenylate kinase, active site lid	2	
pfam05192	MutS domain III	11	
pfam05193	Peptidase M16 inactive domain	37	
pfam05194	UreE urease accessory protein, C-terminal domain	3	
pfam05195	Aminopeptidase P, N-terminal domain	5	
pfam05198	Translation initiation factor IF-3, N-terminal domain	13	
pfam05199	GMC oxidoreductase	34	
pfam05201	Glutamyl-tRNAGlu reductase, N-terminal domain	10	
pfam05203	Hom_end-associated Hint	1	
pfam05208	ALG3 protein	1	
pfam05221	S-adenosyl-L-homocysteine hydrolase	27	
pfam05222	Alanine dehydrogenase/PNT, N-terminal domain	23	
pfam05223	NTF2-like N-terminal transpeptidase domain	1	
pfam05225	helix-turn-helix, Psq domain	8	
pfam05226	CHASE2 domain	3	
pfam05233	PHB accumulation regulatory domain	3	
pfam05235	CHAD domain	1	
pfam05239	PRC-barrel domain	13	
pfam05258	Protein of unknown function (DUF721)	11	
pfam05262	Borrelia P83/100 protein	1	
pfam05272	Virulence-associated protein E	7	
pfam05277	Protein of unknown function (DUF726)	3	
pfam05292	Malonyl-CoA decarboxylase (MCD)	1	
pfam05309	TraE protein	1	
pfam05315	ICEA Protein	1	
pfam05336	L-rhamnose mutarotase	2	
pfam05343	M42 glutamyl aminopeptidase	3	
pfam05345	Putative Ig domain	20	
pfam05362	Lon protease (S16) C-terminal proteolytic domain	21	
pfam05368	NmrA-like family	3	
pfam05378	Hydantoinase/oxoprolinase N-terminal region	38	
pfam05380	Pao retrotransposon peptidase	20	
pfam05402	Coenzyme PQQ synthesis protein D (PqqD)	3	
pfam05419	GUN4-like	1	
pfam05421	Protein of unknown function (DUF751)	1	
pfam05425	Copper resistance protein D	5	
pfam05430	S-adenosyl-L-methionine-dependent methyltransferase	2	
pfam05433	Glycine zipper 2TM domain	4	
pfam05437	Branched-chain amino acid transport protein (AzlD)	2	
pfam05443	ROS/MUCR transcriptional regulator protein	3	
pfam05448	Acetyl xylan esterase (AXE1)	3	
pfam05456	Eukaryotic translation initiation factor 4E binding protein (EIF4EBP)	1	
pfam05485	THAP domain	2	
pfam05491	Holliday junction DNA helicase ruvB C-terminus	17	
pfam05494	MlaC protein	11	
pfam05496	Holliday junction DNA helicase ruvB N-terminus	31	
pfam05524	PEP-utilising enzyme, N-terminal	11	
pfam05534	HicB family	6	
pfam05542	Protein of unknown function (DUF760)	1	
pfam05544	Proline racemase	9	
pfam05545	Cbb3-type cytochrome oxidase component FixQ	1	
pfam05547	Immune inhibitor A peptidase M6	1	
pfam05552	Conserved TM helix	2	
pfam05565	Siphovirus Gp157	2	
pfam05567	Neisseria PilC beta-propeller domain	1	
pfam05569	BlaR1 peptidase M56	1	
pfam05577	Serine carboxypeptidase S28	2	
pfam05585	Putative peptidase (DUF1758)	4	
pfam05593	RHS Repeat	7	
pfam05598	Transposase domain (DUF772)	53	
pfam05626	Protein of unknown function (DUF790)	3	
pfam05638	Type VI secretion system effector, Hcp	4	
pfam05643	Putative bacterial lipoprotein (DUF799)	1	
pfam05649	Peptidase family M13	4	
pfam05656	Protein of unknown function (DUF805)	11	
pfam05658	Head domain of trimeric autotransporter adhesin	1	
pfam05662	Coiled stalk of trimeric autotransporter adhesin	1	
pfam05670	Domain of unknown function (DUF814)	7	
pfam05673	Protein of unknown function (DUF815)	8	
pfam05681	Fumarate hydratase (Fumerase)	9	
pfam05683	Fumarase C-terminus	6	
pfam05684	Protein of unknown function (DUF819)	3	
pfam05685	Putative restriction endonuclease	57	
pfam05690	Thiazole biosynthesis protein ThiG	25	
pfam05694	56kDa selenium binding protein (SBP56)	1	
pfam05697	Bacterial trigger factor protein (TF)	23	
pfam05698	Bacterial trigger factor protein (TF) C-terminus	18	
pfam05699	hAT family C-terminal dimerisation region	11	
pfam05707	Zonular occludens toxin (Zot)	1	
pfam05711	Macrocin-O-methyltransferase (TylF)	1	
pfam05717	IS66 Orf2 like protein	2	
pfam05719	Golgi phosphoprotein 3 (GPP34)	7	
pfam05721	Phytanoyl-CoA dioxygenase (PhyH)	78	
pfam05724	Thiopurine S-methyltransferase (TPMT)	4	
pfam05728	Uncharacterised protein family (UPF0227)	2	
pfam05729	NACHT domain	5	
pfam05738	Cna protein B-type domain	1	
pfam05742	Transport and Golgi organisation 2	5	
pfam05746	DALR anticodon binding domain	26	
pfam05751	FixH	2	
pfam05761	5' nucleotidase family	2	
pfam05762	VWA domain containing CoxE-like protein	16	
pfam05768	Glutaredoxin-like domain (DUF836)	1	
pfam05787	Bacterial protein of unknown function (DUF839)	9	
pfam05818	Enterobacterial TraT complement resistance protein	1	
pfam05833	Fibronectin-binding protein A N-terminus (FbpA)	8	
pfam05834	Lycopene cyclase protein	3	
pfam05838	Glycosyl hydrolase 108	2	
pfam05853	beta-keto acid cleavage enzyme	12	
pfam05860	haemagglutination activity domain	2	
pfam05866	Endodeoxyribonuclease RusA	2	
pfam05869	DNA N-6-adenine-methyltransferase (Dam)	6	
pfam05872	Bacterial protein of unknown function (DUF853)	1	
pfam05875	Ceramidase	2	
pfam05876	Phage terminase large subunit (GpA)	3	
pfam05901	Excalibur calcium-binding domain	2	
pfam05916	GINS complex protein	2	
pfam05925	Enterobacterial virulence protein IpgD	1	
pfam05932	Tir chaperone protein (CesT) family	1	
pfam05935	Arylsulfotransferase (ASST)	3	
pfam05936	Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE	1	
pfam05939	Phage minor tail protein	2	
pfam05942	Archaeal PaREP1/PaREP8 family	3	
pfam05943	Type VI secretion protein, EvpB/VC_A0108, tail sheath	1	
pfam05947	Type VI secretion system, TssF	1	
pfam05951	Bacterial protein of unknown function (DUF882)	1	
pfam05957	Bacterial protein of unknown function (DUF883)	1	
pfam05958	tRNA (Uracil-5-)-methyltransferase	4	
pfam05960	Bacterial protein of unknown function (DUF885)	12	
pfam05969	Photosystem II complex subunit Ycf12	1	
pfam05970	PIF1-like helicase	10	
pfam05973	Phage derived protein Gp49-like (DUF891)	11	
pfam05977	Transmembrane secretion effector	15	
pfam05982	Na+-dependent bicarbonate transporter superfamily	4	
pfam05987	Bacterial protein of unknown function (DUF898)	12	
pfam05988	Bacterial protein of unknown function (DUF899)	1	
pfam05990	Alpha/beta hydrolase of unknown function (DUF900)	1	
pfam05991	YacP-like NYN domain	1	
pfam05992	SbmA/BacA-like family	5	
pfam05994	Cytoplasmic Fragile-X interacting family	1	
pfam05996	Ferredoxin-dependent bilin reductase	3	
pfam06005	Cell division protein ZapB	1	
pfam06026	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)	12	
pfam06027	Solute carrier family 35	1	
pfam06032	Protein of unknown function (DUF917)	7	
pfam06039	Malate:quinone oxidoreductase (Mqo)	1	
pfam06041	Bacterial protein of unknown function (DUF924)	7	
pfam06044	Dam-replacing family	1	
pfam06052	3-hydroxyanthranilic acid dioxygenase	3	
pfam06055	Exopolysaccharide synthesis, ExoD	1	
pfam06056	Putative ATPase subunit of terminase (gpP-like)	1	
pfam06067	Domain of unknown function (DUF932)	2	
pfam06068	TIP49 C-terminus	2	
pfam06071	Protein of unknown function (DUF933)	16	
pfam06073	Bacterial protein of unknown function (DUF934)	3	
pfam06074	Protein of unknown function (DUF935)	3	
pfam06080	Protein of unknown function (DUF938)	1	
pfam06082	Exopolysaccharide biosynthesis protein YbjH	1	
pfam06089	L-asparaginase II	1	
pfam06093	Spt4/RpoE2 zinc finger	2	
pfam06108	Protein of unknown function (DUF952)	2	
pfam06114	Domain of unknown function (DUF955)	49	
pfam06119	Nidogen-like	1	
pfam06122	Conjugative relaxosome accessory transposon protein	1	
pfam06123	Inner membrane protein CreD	1	
pfam06133	Control of competence regulator ComK, YlbF/YmcA	1	
pfam06134	L-rhamnose isomerase (RhaA)	3	
pfam06144	DNA polymerase III, delta subunit	8	
pfam06146	Phosphate-starvation-inducible E	1	
pfam06155	Protein of unknown function (DUF971)	11	
pfam06170	Protein of unknown function (DUF983)	3	
pfam06172	Cupin superfamily (DUF985)	3	
pfam06175	tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)	2	
pfam06181	Urate oxidase N-terminal	7	
pfam06182	ABC-2 family transporter protein	7	
pfam06187	Protein of unknown function (DUF993)	2	
pfam06189	5'-nucleotidase	4	
pfam06202	Amylo-alpha-1,6-glucosidase	1	
pfam06206	CpeT/CpcT family (DUF1001)	4	
pfam06213	Cobalamin biosynthesis protein CobT	9	
pfam06224	Winged helix DNA-binding domain	10	
pfam06230	Protein of unknown function (DUF1009)	4	
pfam06240	Carbon monoxide dehydrogenase subunit G (CoxG)	7	
pfam06242	Protein of unknown function (DUF1013)	5	
pfam06243	Phenylacetic acid degradation B	4	
pfam06245	Protein of unknown function (DUF1015)	10	
pfam06248	Centromere/kinetochore Zw10	1	
pfam06249	Ethanolamine utilisation protein EutQ	1	
pfam06250	Protein of unknown function (DUF1016)	6	
pfam06252	Protein of unknown function (DUF1018)	1	
pfam06253	Trimethylamine methyltransferase (MTTB)	22	
pfam06258	Mitochondrial fission ELM1	5	
pfam06262	Zinicin-like metallopeptidase	2	
pfam06267	Family of unknown function (DUF1028)	4	
pfam06271	RDD family	6	
pfam06277	Ethanolamine utilisation protein EutA	1	
pfam06282	Protein of unknown function (DUF1036)	2	
pfam06283	Trehalose utilisation	9	
pfam06289	Flagellar protein (FlbD)	1	
pfam06295	Protein of unknown function (DUF1043)	1	
pfam06296	RelE toxin of RelE / RelB toxin-antitoxin system	2	
pfam06299	Protein of unknown function (DUF1045)	2	
pfam06300	Tsp45I type II restriction enzyme	1	
pfam06305	Protein of unknown function (DUF1049)	6	
pfam06314	Acetoacetate decarboxylase (ADC)	2	
pfam06315	Isocitrate dehydrogenase kinase/phosphatase (AceK)	1	
pfam06319	DNA repair protein MmcB-like	2	
pfam06320	GCN5-like protein 1 (GCN5L1)	1	
pfam06325	Ribosomal protein L11 methyltransferase (PrmA)	6	
pfam06347	Bacterial SH3 domain	6	
pfam06348	Protein of unknown function (DUF1059)	2	
pfam06371	Diaphanous GTPase-binding Domain	1	
pfam06381	Protein of unknown function (DUF1073)	12	
pfam06414	Zeta toxin	6	
pfam06415	BPG-independent PGAM N-terminus (iPGM_N)	6	
pfam06418	CTP synthase N-terminus	22	
pfam06421	GTP-binding protein LepA C-terminus	17	
pfam06426	Serine acetyltransferase, N-terminal	3	
pfam06429	Flagellar basal body rod FlgEFG protein C-terminal	11	
pfam06433	Methylamine dehydrogenase heavy chain (MADH)	2	
pfam06434	Aconitate hydratase 2 N-terminus	2	
pfam06439	Domain of Unknown Function (DUF1080)	5	
pfam06441	Epoxide hydrolase N terminus	7	
pfam06445	GyrI-like small molecule binding domain	5	
pfam06450	Bacterial Na+/H+ antiporter B (NhaB)	2	
pfam06452	Carbohydrate family 9 binding domain-like	6	
pfam06455	NADH dehydrogenase subunit 5 C-terminus	2	
pfam06463	Molybdenum Cofactor Synthesis C	12	
pfam06468	Spondin_N	4	
pfam06470	SMC proteins Flexible Hinge Domain	4	
pfam06472	ABC transporter transmembrane region 2	1	
pfam06480	FtsH Extracellular	15	
pfam06485	Protein of unknown function (DUF1092)	1	
pfam06490	Flagellar regulatory protein FleQ	1	
pfam06500	Alpha/beta hydrolase of unknown function (DUF1100)	1	
pfam06504	Replication protein C (RepC)	2	
pfam06508	Queuosine biosynthesis protein QueC	12	
pfam06514	Photosystem II 12 kDa extrinsic protein (PsbU)	1	
pfam06525	Sulfocyanin (SoxE) domain	1	
pfam06537	Di-haem oxidoreductase, putative peroxidase	6	
pfam06559	2'-deoxycytidine 5'-triphosphate deaminase (DCD)	8	
pfam06568	Domain of unknown function (DUF1127)	2	
pfam06574	FAD synthetase	16	
pfam06577	Protein of unknown function (DUF1134)	1	
pfam06580	Histidine kinase	2	
pfam06586	TraK protein	1	
pfam06594	Haemolysin-type calcium binding protein related domain	6	
pfam06616	BsuBI/PstI restriction endonuclease C-terminus	8	
pfam06620	Protein of unknown function (DUF1150)	3	
pfam06628	Catalase-related immune-responsive	2	
pfam06629	MltA-interacting protein MipA	2	
pfam06634	Protein of unknown function (DUF1156)	10	
pfam06667	Phage shock protein B	1	
pfam06676	Protein of unknown function (DUF1178)	2	
pfam06677	Sjogren's syndrome/scleroderma autoantigen 1 (Autoantigen p27)	2	
pfam06684	Amino acid synthesis	4	
pfam06689	ClpX C4-type zinc finger	10	
pfam06693	Protein of unknown function (DUF1190)	1	
pfam06695	Putative small multi-drug export protein	1	
pfam06698	Protein of unknown function (DUF1192)	2	
pfam06701	Mib_herc2	1	
pfam06707	Protein of unknown function (DUF1194)	1	
pfam06723	MreB/Mbl protein	29	
pfam06725	3D domain	3	
pfam06733	DEAD_2	4	
pfam06745	KaiC	8	
pfam06750	Bacterial Peptidase A24 N-terminal domain	3	
pfam06762	Lipase maturation factor	3	
pfam06764	Protein of unknown function (DUF1223)	6	
pfam06772	Bacterial low temperature requirement A protein (LtrA)	2	
pfam06776	Invasion associated locus B (IalB) protein	3	
pfam06778	Chlorite dismutase	4	
pfam06779	Uncharacterised MFS-type transporter YbfB	1	
pfam06792	Uncharacterised protein family (UPF0261)	14	
pfam06793	Uncharacterised protein family (UPF0262)	4	
pfam06794	Uncharacterised protein family (UPF0270)	1	
pfam06796	Periplasmic nitrate reductase protein NapE	1	
pfam06799	Protein of unknown function (DUF1230)	1	
pfam06803	Protein of unknown function (DUF1232)	1	
pfam06804	NlpB/DapX lipoprotein	2	
pfam06808	Tripartite ATP-independent periplasmic transporter, DctM component	127	
pfam06812	ImpA, N-terminal, type VI secretion system	1	
pfam06827	Zinc finger found in FPG and IleRS	8	
pfam06831	Formamidopyrimidine-DNA glycosylase H2TH domain	13	
pfam06833	Malonate decarboxylase gamma subunit (MdcE)	1	
pfam06834	TraU protein	3	
pfam06835	Lipopolysaccharide-assembly, LptC-related	5	
pfam06838	Methionine gamma-lyase	1	
pfam06841	T4-like virus tail tube protein gp19	1	
pfam06844	Protein of unknown function (DUF1244)	6	
pfam06849	Protein of unknown function (DUF1246)	3	
pfam06850	PHB de-polymerase C-terminus	4	
pfam06853	Protein of unknown function (DUF1249)	3	
pfam06858	Nucleolar GTP-binding protein 1 (NOG1)	1	
pfam06864	Pilin accessory protein (PilO)	1	
pfam06868	Protein of unknown function (DUF1257)	1	
pfam06897	Protein of unknown function (DUF1269)	1	
pfam06902	Divergent 4Fe-4S mono-cluster	2	
pfam06923	Glucitol operon activator protein (GutM)	1	
pfam06930	Protein of unknown function (DUF1282)	2	
pfam06938	Protein of unknown function (DUF1285)	4	
pfam06945	Protein of unknown function (DUF1289)	3	
pfam06965	Na+/H+ antiporter 1	14	
pfam06966	Protein of unknown function (DUF1295)	8	
pfam06968	Biotin and Thiamin Synthesis associated domain	8	
pfam06969	HemN C-terminal domain	10	
pfam06971	Putative DNA-binding protein N-terminus	1	
pfam06973	Domain of unknown function (DUF1297)	5	
pfam06974	Protein of unknown function (DUF1298)	4	
pfam06980	Protein of unknown function (DUF1302)	5	
pfam06983	3-demethylubiquinone-9 3-methyltransferase	6	
pfam06986	Type-1V conjugative transfer system mating pair stabilisation	4	
pfam06999	Sucrase/ferredoxin-like	2	
pfam07005	Putative sugar-binding N-terminal domain	1	
pfam07009	NusG domain II	2	
pfam07021	Methionine biosynthesis protein MetW	6	
pfam07030	Protein of unknown function (DUF1320)	1	
pfam07040	Protein of unknown function (DUF1326)	4	
pfam07044	Protein of unknown function (DUF1329)	4	
pfam07045	Domain of unknown function (DUF1330)	7	
pfam07055	Enoyl reductase FAD binding domain	3	
pfam07063	Domain of unknown function (DUF1338)	1	
pfam07068	Major capsid protein Gp23	2	
pfam07075	Protein of unknown function (DUF1343)	6	
pfam07082	Protein of unknown function (DUF1350)	1	
pfam07085	DRTGG domain	5	
pfam07087	Protein of unknown function (DUF1353)	3	
pfam07090	Putative glutamine amidotransferase	1	
pfam07091	Ribosomal RNA methyltransferase (FmrO)	1	
pfam07100	Anabaena sensory rhodopsin transducer	1	
pfam07103	Protein of unknown function (DUF1365)	9	
pfam07109	Magnesium-protoporphyrin IX methyltransferase C-terminus	1	
pfam07110	EthD domain	1	
pfam07136	Protein of unknown function (DUF1385)	3	
pfam07143	CrtC N-terminal lipocalin domain	2	
pfam07167	Poly-beta-hydroxybutyrate polymerase (PhaC) N-terminus	7	
pfam07171	MlrC C-terminus	14	
pfam07176	Alpha/beta hydrolase of unknown function (DUF1400)	2	
pfam07178	TraL protein	1	
pfam07195	Flagellar hook-associated protein 2 C-terminus	2	
pfam07201	HrpJ-like domain	1	
pfam07209	Protein of unknown function (DUF1415)	1	
pfam07219	HemY protein N-terminus	6	
pfam07221	N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)	2	
pfam07228	Stage II sporulation protein E (SpoIIE)	23	
pfam07237	Protein of unknown function (DUF1428)	2	
pfam07238	PilZ domain	4	
pfam07244	Surface antigen variable number repeat	26	
pfam07260	Progressive ankylosis protein (ANKH)	1	
pfam07261	Replication initiation and membrane attachment	1	
pfam07264	Etoposide-induced protein 2.4 (EI24)	1	
pfam07275	Antirestriction protein (ArdA)	1	
pfam07277	SapC	2	
pfam07282	Putative transposase DNA-binding domain	9	
pfam07286	Protein of unknown function (DUF1445)	1	
pfam07287	Protein of unknown function (DUF1446)	7	
pfam07291	Methylamine utilisation protein MauE	1	
pfam07298	NnrU protein	6	
pfam07310	PAS domain	1	
pfam07313	Protein of unknown function (DUF1460)	2	
pfam07314	Protein of unknown function (DUF1461)	1	
pfam07330	Protein of unknown function (DUF1467)	5	
pfam07331	Tripartite tricarboxylate transporter TctB family	5	
pfam07332	Putative Actinobacterial Holin-X, holin superfamily III	1	
pfam07345	Domain of unknown function (DUF1476)	3	
pfam07355	Glycine/sarcosine/betaine reductase selenoprotein B (GRDB)	4	
pfam07362	Post-segregation antitoxin CcdA	1	
pfam07364	Metallopeptidase family M81	15	
pfam07366	SnoaL-like polyketide cyclase	8	
pfam07370	Protein of unknown function (DUF1489)	4	
pfam07372	Protein of unknown function (DUF1491)	5	
pfam07385	Protein of unknown function (DUF1498)	2	
pfam07386	Protein of unknown function (DUF1499)	4	
pfam07394	Protein of unknown function (DUF1501)	14	
pfam07396	Phosphate-selective porin O and P	2	
pfam07431	Protein of unknown function (DUF1512)	2	
pfam07444	Ycf66 protein N-terminus	1	
pfam07456	Heptaprenyl diphosphate synthase component I	2	
pfam07460	NUMOD3 motif (2 copies)	4	
pfam07465	Photosystem I protein M (PsaM)	1	
pfam07466	Protein of unknown function (DUF1517)	1	
pfam07470	Glycosyl Hydrolase Family 88	1	
pfam07475	HPr Serine kinase C-terminal domain	4	
pfam07478	D-ala D-ala ligase C-terminus	21	
pfam07479	NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus	11	
pfam07486	Cell Wall Hydrolase	5	
pfam07494	Two component regulator propeller	2	
pfam07497	Rho termination factor, RNA-binding domain	17	
pfam07498	Rho termination factor, N-terminal domain	16	
pfam07499	RuvA, C-terminal domain	16	
pfam07500	Transcription factor S-II (TFIIS), central domain	1	
pfam07501	G5 domain	1	
pfam07505	Protein of unknown function (DUF5131)	21	
pfam07508	Recombinase	6	
pfam07509	Protein of unknown function (DUF1523)	1	
pfam07510	Protein of unknown function (DUF1524)	26	
pfam07516	SecA Wing and Scaffold domain	19	
pfam07517	SecA DEAD-like domain	24	
pfam07520	Virulence factor SrfB	4	
pfam07521	Zn-dependent metallo-hydrolase RNA specificity domain	15	
pfam07525	SOCS box	1	
pfam07541	Eukaryotic translation initiation factor 2 alpha subunit	3	
pfam07542	ATP12 chaperone protein	5	
pfam07549	SecD/SecF GG Motif	20	
pfam07555	beta-N-acetylglucosaminidase	1	
pfam07556	Protein of unknown function (DUF1538)	3	
pfam07559	Flagellar basal body protein FlaE	3	
pfam07581	The GLUG motif	54	
pfam07582	AP endonuclease family 2 C terminus	2	
pfam07583	Protein of unknown function (DUF1549)	5	
pfam07584	Aerotolerance regulator N-terminal	11	
pfam07586	Protein of unknown function (DUF1552)	9	
pfam07587	Protein of unknown function (DUF1553)	9	
pfam07592	Rhodopirellula transposase DDE domain	1	
pfam07593	ASPIC and UnbV	26	
pfam07602	Protein of unknown function (DUF1565)	1	
pfam07607	Protein of unknown function (DUF1570)	1	
pfam07624	Protein of unknown function (DUF1585)	3	
pfam07626	Protein of unknown function (DUF1587)	2	
pfam07631	Protein of unknown function (DUF1592)	3	
pfam07635	Planctomycete cytochrome C	7	
pfam07650	KH domain	28	
pfam07661	MORN repeat variant	1	
pfam07662	Na+ dependent nucleoside transporter C-terminus	5	
pfam07663	Sorbitol phosphotransferase enzyme II C-terminus	1	
pfam07664	Ferrous iron transport protein B C terminus	3	
pfam07669	Eco57I restriction-modification methylase	28	
pfam07670	Nucleoside recognition	6	
pfam07676	WD40-like Beta Propeller Repeat	82	
pfam07678	A-macroglobulin complement component	1	
pfam07679	Immunoglobulin I-set domain	3	
pfam07681	DoxX	5	
pfam07683	Cobalamin synthesis protein cobW C-terminal domain	15	
pfam07685	CobB/CobQ-like glutamine amidotransferase domain	14	
pfam07687	Peptidase dimerisation domain	22	
pfam07689	KaiB domain	2	
pfam07690	Major Facilitator Superfamily	102	
pfam07693	KAP family P-loop domain	7	
pfam07697	7TM-HD extracellular	1	
pfam07698	7TM receptor with intracellular HD hydrolase	2	
pfam07702	UTRA domain	9	
pfam07703	Alpha-2-macroglobulin family N-terminal region	1	
pfam07704	Rv0623-like transcription factor	12	
pfam07705	CARDB	17	
pfam07714	Protein tyrosine kinase	19	
pfam07715	TonB-dependent Receptor Plug Domain	75	
pfam07717	Oligonucleotide/oligosaccharide-binding (OB)-fold	3	
pfam07719	Tetratricopeptide repeat	27	
pfam07720	Tetratricopeptide repeat	2	
pfam07721	Tetratricopeptide repeat	3	
pfam07722	Peptidase C26	13	
pfam07724	AAA domain (Cdc48 subfamily)	67	
pfam07726	ATPase family associated with various cellular activities (AAA)	17	
pfam07727	Reverse transcriptase (RNA-dependent DNA polymerase)	7	
pfam07728	AAA domain (dynein-related subfamily)	27	
pfam07729	FCD domain	12	
pfam07730	Histidine kinase	4	
pfam07731	Multicopper oxidase	8	
pfam07732	Multicopper oxidase	7	
pfam07733	Bacterial DNA polymerase III alpha subunit	35	
pfam07736	Chorismate mutase type I	4	
pfam07743	HSCB C-terminal oligomerisation domain	1	
pfam07746	Aromatic-ring-opening dioxygenase LigAB, LigA subunit	1	
pfam07748	Glycosyl hydrolases family 38 C-terminal domain	1	
pfam07750	GcrA cell cycle regulator	7	
pfam07751	Abi-like protein	17	
pfam07755	Protein of unknown function (DUF1611)	9	
pfam07780	Spb1 C-terminal domain	1	
pfam07784	Protein of unknown function (DUF1622)	1	
pfam07786	Protein of unknown function (DUF1624)	10	
pfam07793	Protein of unknown function (DUF1631)	1	
pfam07796	Protein of unknown function (DUF1638)	2	
pfam07798	Protein of unknown function (DUF1640)	20	
pfam07799	Protein of unknown function (DUF1643)	3	
pfam07801	Protein of unknown function (DUF1647)	1	
pfam07804	HipA-like C-terminal domain	16	
pfam07805	HipA-like N-terminal domain	18	
pfam07812	TfuA-like protein	2	
pfam07813	LTXXQ motif family protein	2	
pfam07819	PGAP1-like protein	2	
pfam07826	IMP cyclohydrolase-like protein	1	
pfam07831	Pyrimidine nucleoside phosphorylase C-terminal domain	2	
pfam07833	Copper amine oxidase N-terminal domain	1	
pfam07835	Bacterial aa3 type cytochrome c oxidase subunit IV	6	
pfam07836	DmpG-like communication domain	1	
pfam07837	Formiminotransferase domain, N-terminal subdomain	1	
pfam07845	Protein of unknown function (DUF1636)	3	
pfam07848	PaaX-like protein	3	
pfam07858	Limonene-1,2-epoxide hydrolase catalytic domain	1	
pfam07859	alpha/beta hydrolase fold	23	
pfam07862	Nitrogen fixation protein of unknown function	13	
pfam07876	Stress responsive A/B Barrel Domain	1	
pfam07879	PHB/PHA accumulation regulator DNA-binding domain	6	
pfam07881	L-fucose isomerase, first N-terminal domain	2	
pfam07882	L-fucose isomerase, second N-terminal domain	2	
pfam07883	Cupin domain	31	
pfam07884	Vitamin K epoxide reductase family	7	
pfam07885	Ion channel	8	
pfam07896	Protein of unknown function (DUF1674)	2	
pfam07907	YibE/F-like protein	2	
pfam07916	TraG-like protein, N-terminal region	6	
pfam07927	HicA toxin of bacterial toxin-antitoxin,	8	
pfam07929	Plasmid pRiA4b ORF-3-like protein	5	
pfam07940	Heparinase II/III-like protein	6	
pfam07943	Penicillin-binding protein 5, C-terminal domain	7	
pfam07944	Beta-L-arabinofuranosidase, GH127	4	
pfam07949	YbbR-like protein	3	
pfam07963	Prokaryotic N-terminal methylation motif	4	
pfam07969	Amidohydrolase family	26	
pfam07973	Threonyl and Alanyl tRNA synthetase second additional domain	34	
pfam07977	FabA-like domain	14	
pfam07978	NIPSNAP	4	
pfam07980	SusD family	2	
pfam07991	Acetohydroxy acid isomeroreductase, NADPH-binding domain	17	
pfam07992	Pyridine nucleotide-disulphide oxidoreductase	127	
pfam07993	Male sterility protein	1	
pfam07994	Myo-inositol-1-phosphate synthase	2	
pfam07995	Glucose / Sorbosone dehydrogenase	27	
pfam07996	Type IV secretion system proteins	2	
pfam08002	Protein of unknown function (DUF1697)	1	
pfam08003	Protein of unknown function (DUF1698)	1	
pfam08007	Cupin superfamily protein	1	
pfam08011	PD-(D/E)XK nuclease superfamily	20	
pfam08022	FAD-binding domain	1	
pfam08028	Acyl-CoA dehydrogenase, C-terminal domain	5	
pfam08029	HisG, C-terminal domain	5	
pfam08032	RNA 2'-O ribose methyltransferase substrate binding	13	
pfam08041	PetM family of cytochrome b6f complex subunit 7	1	
pfam08042	PqqA family	1	
pfam08044	Domain of unknown function (DUF1707)	1	
pfam08068	DKCLD (NUC011) domain	2	
pfam08069	Ribosomal S13/S15 N-terminal domain	2	
pfam08071	RS4NT (NUC023) domain	3	
pfam08123	Histone methylation protein DOT1	1	
pfam08125	Mannitol dehydrogenase C-terminal domain	6	
pfam08148	DSHCT (NUC185) domain	1	
pfam08205	CD80-like C2-set immunoglobulin domain	1	
pfam08206	Ribonuclease B OB domain	3	
pfam08207	Elongation factor P (EF-P) KOW-like domain	19	
pfam08220	DeoR-like helix-turn-helix domain	3	
pfam08223	PaaX-like protein C-terminal domain	2	
pfam08238	Sel1 repeat	52	
pfam08239	Bacterial SH3 domain	7	
pfam08240	Alcohol dehydrogenase GroES-like domain	67	
pfam08241	Methyltransferase domain	44	
pfam08242	Methyltransferase domain	1	
pfam08244	Glycosyl hydrolases family 32 C terminal	1	
pfam08245	Mur ligase middle domain	69	
